Gene,Symbol,Description
DDB_G0280427,ap4e1,adaptin N-terminal domain-containing protein
DDB_G0284735,copB,adaptin N-terminal domain-containing protein
DDB_G0289371,copG,adaptin N-terminal domain-containing protein
DDB_G0279141,ap1b1,"adaptor-related protein complex 1, beta 1 subunit"
DDB_G0273439,ap2a1-1,"adaptor-related protein complex 2, alpha subunit"
DDB_G0273501,ap2a1-2,"adaptor-related protein complex 2, alpha subunit"
DDB_G0289721,ap2s1,"adaptor-related protein complex 2, sigma 1 subunit"
DDB_G0279537,ap3d1,"adaptor-related protein complex 3, delta 1 subunit"
DDB_G0283319,ap4b1,"adaptor-related protein complex 4, beta 1 subunit"
DDB_G0270174,aprt,adenine phosphoribosyltransferase
DDB_G0287371,ada,adenosine deaminase
DDB_G0278943,DDB_G0278943,adenosine deaminase acting on tRNA 1
DDB_G0288099,DDB_G0288099,"adenosine deaminase, tRNA-specific"
DDB_G0275179,DDB_G0275179,adenosine deaminase-related growth factor
DDB_G0267376,acrA,adenylate cyclase
DDB_G0274569,acgA,adenylate cyclase
DDB_G0281545,acaA,adenylate cyclase
DDB_G0271146,udkD,adenylate cyclase domain-containing protein
DDB_G0283371,udkC,adenylate cyclase domain-containing protein
DDB_G0276407,DDB_G0276407,adenylate kinase
DDB_G0283805,adkA,adenylate kinase
DDB_G0287839,DDB_G0287839,adenylate kinase
DDB_G0292730,adkB,adenylate kinase
DDB_G0288333,purB,adenylosuccinate lyase
DDB_G0285429,purA,adenylosuccinate synthetase
DDB_G0291029,DDB_G0291029,adenylylsulfate kinase
DDB_G0275695,ampA,adhesion modulation protein A
DDB_G0272624,adrm1-1,adhesion regulating molecule family protein
DDB_G0274093,adrm1-2,adhesion regulating molecule family protein
DDB_G0285617,DDB_G0285617,agglutinin domain-containing protein
DDB_G0295675,DDB_G0295675,agglutinin domain-containing protein
DDB_G0285899,DDB_G0285899,alanine aminotransferase
DDB_G0284835,aass,alanine dehydrogenase/PNT domain-containing protein
DDB_G0278713,prosc,alanine racemase N-terminal domain-containing protein
DDB_G0289923,agxt,alanine-glyoxylate aminotransferase
DDB_G0275655,malaS,alanine-tRNA ligase
DDB_G0277823,alaS,alanine-tRNA ligase
DDB_G0271884,DDB_G0271884,alcohol dehydrogenase
DDB_G0272440,DDB_G0272440,alcohol dehydrogenase
DDB_G0290111,adhfe1,alcohol dehydrogenase iron-containing 1
DDB_G0281865,adh5,"alcohol dehydrogenase, class 3"
DDB_G0270028,DDB_G0270028,aldehyde dehydrogenase
DDB_G0276305,DDB_G0276305,aldehyde dehydrogenase
DDB_G0276821,DDB_G0276821,aldehyde dehydrogenase
DDB_G0279613,DDB_G0279613,aldehyde dehydrogenase
DDB_G0283943,DDB_G0283943,aldehyde dehydrogenase
DDB_G0288521,DDB_G0288521,aldehyde dehydrogenase
DDB_G0290479,hydA,aldehyde dehydrogenase
DDB_G0290535,DDB_G0290535,aldehyde dehydrogenase
DDB_G0290537,DDB_G0290537,aldehyde dehydrogenase
DDB_G0292270,comG,aldehyde dehydrogenase
DDB_G0293850,alrA,aldehyde reductase
DDB_G0268058,alrC,aldo-keto reductase
DDB_G0285023,alrF,aldo-keto reductase
DDB_G0285025,alrE,aldo-keto reductase
DDB_G0285027,alrD,aldo-keto reductase
DDB_G0285053,alrB,aldo-keto reductase
DDB_G0277669,DDB_G0277669,aldose 1-epimerase family protein
DDB_G0278495,alp,alkaline phosphatase
DDB_G0286183,agps,alkyl-dihydroxyacetonephosphate synthase
DDB_G0285575,alkB,alkylated DNA repair protein
DDB_G0280267,allC,allantoate amidinohydrolase
DDB_G0282009,ahhA,alpha adducin
DDB_G0276105,gtr2,alpha amylase domain-containing protein
DDB_G0287689,tubA,alpha tubulin
DDB_G0284975,tpsB,"alpha,alpha-trehalose-phosphate synthase"
DDB_G0287657,tpsA,"alpha,alpha-trehalose-phosphate synthase"
DDB_G0290405,tpsC,"alpha,alpha-trehalose-phosphate synthase"
DDB_G0269154,modA,alpha-glucosidase II
DDB_G0269790,gaa,alpha-glucoside hydrolase
DDB_G0269086,DDB_G0269086,alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0272791,rsc11-1,alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0277679,DDB_G0277679,alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0286239,DDB_G0286239,alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0289031,DDB_G0289031,alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0295699,rsc11-2,alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0287609,DDB_G0287609,alpha/beta hydrolase fold-3 domain-containing protein
DDB_G0290975,DDB_G0290975,alpha/beta hydrolase fold-3 domain-containing protein
DDB_G0275967,DDB_G0275967,amidase family protein
DDB_G0280191,DDB_G0280191,amidohydrolase 2 family protein
DDB_G0269854,amdhd1,amidohydrolase domain containing protein 1
DDB_G0272582,maoB-1,amine oxidase
DDB_G0272584,maoC-1,amine oxidase
DDB_G0273991,maoC-2,amine oxidase
DDB_G0273993,maoB-2,amine oxidase
DDB_G0282999,maoD,amine oxidase
DDB_G0288541,maoA,amine oxidase
DDB_G0291301,DDB_G0291301,amine oxidase
DDB_G0288029,DDB_G0288029,amino acid kinase
DDB_G0282723,tmem104,amino acid permease
DDB_G0285927,DDB_G0285927,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
DDB_G0286525,acmsd,aminocarboxymuconate-semialdehyde decarboxylase
DDB_G0290721,DDB_G0290721,aminotransferase class-III
DDB_G0267424,amtC,ammonium transporter
DDB_G0277503,amtA,ammonium transporter
DDB_G0277889,amtB,ammonium transporter
DDB_G0286229,alyL,amy family lysozyme-like protein
DDB_G0285349,anapc1,anaphase promoting complex subunit 1
DDB_G0268992,anapc10,anaphase promoting complex subunit 10
DDB_G0286909,anapc11,anaphase promoting complex subunit 11
DDB_G0276377,anapc2,anaphase promoting complex subunit 2
DDB_G0288223,anapc3,anaphase promoting complex subunit 3
DDB_G0285223,anapc4,anaphase promoting complex subunit 4
DDB_G0280113,anapc5,anaphase promoting complex subunit 5
DDB_G0292470,anapc7,anaphase promoting complex subunit 7
DDB_G0272775,anapc8,anaphase promoting complex subunit 8
DDB_G0277275,poxA,animal heme peroxidase family protein
DDB_G0267566,DDB_G0267566,ankyrin repeat-containing protein
DDB_G0275215,DDB_G0275215,ankyrin repeat-containing protein
DDB_G0275635,PIPkinA,ankyrin repeat-containing protein
DDB_G0276811,DDB_G0276811,ankyrin repeat-containing protein
DDB_G0277249,DDB_G0277249,ankyrin repeat-containing protein
DDB_G0279043,DDB_G0279043,ankyrin repeat-containing protein
DDB_G0280943,elmoD,ankyrin repeat-containing protein
DDB_G0283337,DDB_G0283337,ankyrin repeat-containing protein
DDB_G0285411,DDB_G0285411,ankyrin repeat-containing protein
DDB_G0291059,DDB_G0291059,ankyrin repeat-containing protein
DDB_G0291516,DDB_G0291516,ankyrin repeat-containing protein
DDB_G0291664,DDB_G0291664,ankyrin repeat-containing protein
DDB_G0294575,DDB_G0294575,ankyrin repeat-containing protein
DDB_G0294633,DDB_G0294633,ankyrin repeat-containing protein
DDB_G0295731,DDB_G0295731,ankyrin repeat-containing protein
DDB_G0287345,ankrd39,ankyrin repeat-containing protein 39
DDB_G0284261,nxnB,annexin I
DDB_G0269160,nxnA,annexin VII
DDB_G0285069,btg,anti-proliferative BTG domain-containing protein
DDB_G0285513,asf1,anti-silencing protein 1
DDB_G0288247,aif,apoptosis inducing factor
DDB_G0279923,apnA,apurinic/apyrimidinic endonuclease
DDB_G0280537,wacA,aquaporin-like protein
DDB_G0289195,DDB_G0289195,arginase/agmatinase/formiminoglutamase family protein
DDB_G0272867,argS1,arginine-tRNA ligase
DDB_G0287803,argS2,arginine-tRNA ligase
DDB_G0271870,agnC,argonaut-like protein
DDB_G0276299,agnA,argonaut-like protein
DDB_G0281955,agnD,argonaut-like protein
DDB_G0281959,agnF,argonaut-like protein
DDB_G0289367,agnE,argonaut-like protein
DDB_G0290377,agnB,argonaut-like protein
DDB_G0270626,armc8,armadillo repeat-containing protein
DDB_G0273075,DDB_G0273075,armadillo repeat-containing protein
DDB_G0273765,DDB_G0273765,armadillo repeat-containing protein
DDB_G0276413,DDB_G0276413,armadillo repeat-containing protein
DDB_G0276465,sepA,armadillo repeat-containing protein
DDB_G0287221,DDB_G0287221,armadillo repeat-containing protein
DDB_G0276861,DDB_G0276861,armadillo-like helical domain-containing protein
DDB_G0277843,DG1105,armadillo-like helical domain-containing protein
DDB_G0283119,xpot,armadillo-like helical domain-containing protein
DDB_G0283745,DDB_G0283745,armadillo-like helical domain-containing protein
DDB_G0284379,xpo5,armadillo-like helical domain-containing protein
DDB_G0284483,ints7,armadillo-like helical domain-containing protein
DDB_G0284977,DDB_G0284977,armadillo-like helical domain-containing protein
DDB_G0288771,darA,armadillo-like helical domain-containing protein
DDB_G0289943,DDB_G0289943,armadillo-like helical domain-containing protein
DDB_G0292778,ctnnbl1,armadillo-like helical domain-containing protein
DDB_G0293192,DG1098,armadillo-like helical domain-containing protein
DDB_G0295775,DDB_G0295775,armadillo-like helical domain-containing protein
DDB_G0289229,adcF,arrestin domain-containing protein
DDB_G0293528,arsA,arsenite transport subunit A
DDB_G0289879,arsB,arsenite transport subunit B
DDB_G0288503,DDB_G0288503,arylamine N-acetyltransferase family protein
DDB_G0288507,DDB_G0288507,arylamine N-acetyltransferase family protein
DDB_G0288509,DDB_G0288509,arylamine N-acetyltransferase family protein
DDB_G0275515,asnB,asparagine synthetase
DDB_G0286059,asns,asparagine synthetase
DDB_G0268100,asnS2,asparagine-tRNA ligase
DDB_G0275263,asnS1,asparagine-tRNA ligase
DDB_G0268664,aatA,aspartate aminotransferase
DDB_G0282493,aatB,aspartate aminotransferase
DDB_G0276335,pyr1-3,aspartate carbamoyltransferase
DDB_G0270152,maspS,aspartate-tRNA ligase
DDB_G0272236,aspS1,aspartate-tRNA ligase
DDB_G0272304,aspS2,aspartate-tRNA ligase
DDB_G0286149,dnpep,aspartyl aminopeptidase
DDB_G0268840,atg10,autophagy protein 10
DDB_G0282929,atg12,autophagy protein 12
DDB_G0275323,tipD,autophagy protein 16
DDB_G0277319,atg3,autophagy protein 3
DDB_G0273443,atg4-1,autophagy protein 4
DDB_G0273553,atg4-2,autophagy protein 4
DDB_G0289881,atg5,autophagy protein 5
DDB_G0269244,atg6A,autophagy protein 6
DDB_G0286191,atg8,autophagy protein 8
DDB_G0285323,atg9,autophagy protein 9
DDB_G0288021,atg6B,autophagy protein Apg6 family protein
DDB_G0295673,atg17,autophagy-related protein 17
DDB_G0278597,DDB_G0278597,bacterial transferase hexapeptide repeat-containing protein
DDB_G0283163,eIF2b5,bacterial transferase hexapeptide repeat-containing protein
DDB_G0290693,eIF2b3,bacterial transferase hexapeptide repeat-containing protein
DDB_G0279307,vacC,band 7 family protein
DDB_G0279689,eftud1,band 7 family protein
DDB_G0272578,ap3b-1,beta adaptin
DDB_G0274003,ap3b-2,beta adaptin
DDB_G0292810,gluA,beta glucosidase
DDB_G0269196,tubB,beta tubulin
DDB_G0269364,stlA,beta-ketoacyl synthase family protein
DDB_G0270572,pks2,beta-ketoacyl synthase family protein
DDB_G0271000,pks3,beta-ketoacyl synthase family protein
DDB_G0271520,pks5,beta-ketoacyl synthase family protein
DDB_G0271524,pks6,beta-ketoacyl synthase family protein
DDB_G0271530,pks9,beta-ketoacyl synthase family protein
DDB_G0271614,pks7,beta-ketoacyl synthase family protein
DDB_G0271618,pks8,beta-ketoacyl synthase family protein
DDB_G0271662,pks10,beta-ketoacyl synthase family protein
DDB_G0272859,pks14,beta-ketoacyl synthase family protein
DDB_G0272981,pks13,beta-ketoacyl synthase family protein
DDB_G0273007,pks15,beta-ketoacyl synthase family protein
DDB_G0275069,pks16,beta-ketoacyl synthase family protein
DDB_G0275077,pks17,beta-ketoacyl synthase family protein
DDB_G0275987,DDB_G0275987,beta-ketoacyl synthase family protein
DDB_G0275989,DDB_G0275989,beta-ketoacyl synthase family protein
DDB_G0281475,pks18,beta-ketoacyl synthase family protein
DDB_G0282027,pks19,beta-ketoacyl synthase family protein
DDB_G0282029,pks21,beta-ketoacyl synthase family protein
DDB_G0283931,pks23,beta-ketoacyl synthase family protein
DDB_G0284001,pks22,beta-ketoacyl synthase family protein
DDB_G0287095,pks25,beta-ketoacyl synthase family protein
DDB_G0287119,pks24,beta-ketoacyl synthase family protein
DDB_G0287501,DDB_G0287501,beta-ketoacyl synthase family protein
DDB_G0288457,pks26,beta-ketoacyl synthase family protein
DDB_G0290467,pks27,beta-ketoacyl synthase family protein
DDB_G0290469,pks28,beta-ketoacyl synthase family protein
DDB_G0290699,pks29,beta-ketoacyl synthase family protein
DDB_G0290701,pks30,beta-ketoacyl synthase family protein
DDB_G0290703,pks31,beta-ketoacyl synthase family protein
DDB_G0290709,pks32,beta-ketoacyl synthase family protein
DDB_G0290729,pks33,beta-ketoacyl synthase family protein
DDB_G0290737,pks34,beta-ketoacyl synthase family protein
DDB_G0290853,stlB,beta-ketoacyl synthase family protein
DDB_G0290937,pks38,beta-ketoacyl synthase family protein
DDB_G0290943,pks39,beta-ketoacyl synthase family protein
DDB_G0291604,DDB_G0291604,beta-ketoacyl synthase family protein
DDB_G0291614,pks40,beta-ketoacyl synthase family protein
DDB_G0291684,pks41,beta-ketoacyl synthase family protein
DDB_G0292544,pks42,beta-ketoacyl synthase family protein
DDB_G0293902,pks44,beta-ketoacyl synthase family protein
DDB_G0293912,pks45,beta-ketoacyl synthase family protein
DDB_G0295479,DDB_G0295479,beta-ketoacyl synthase family protein
DDB_G0295659,pks36,beta-ketoacyl synthase family protein
DDB_G0295667,pks35,beta-ketoacyl synthase family protein
DDB_G0274383,pdeD,beta-lactamase domain-containing protein
DDB_G0276027,pdeE,beta-lactamase domain-containing protein
DDB_G0285717,gloB1,beta-lactamase domain-containing protein
DDB_G0291482,gloB2,beta-lactamase domain-containing protein
DDB_G0277337,DDB_G0277337,beta-lactamase family protein
DDB_G0280307,DDB_G0280307,beta-lactamase family protein
DDB_G0282095,DDB_G0282095,beta-lactamase family protein
DDB_G0294597,DDB_G0294597,beta-lactamase family protein
DDB_G0271270,DDB_G0271270,beta-lactamase-like domain-containing protein
DDB_G0293392,DDB_G0293392,beta-lactamase-like domain-containing protein
DDB_G0267848,DDB_G0267848,beta-lactamase-type transpeptidase fold containing protein
DDB_G0288289,DDB_G0288289,beta-xylosidase-like protein
DDB_G0278387,bloc1s2,"biogenesis of lysosome-related organelles complex-1, subunit 2"
DDB_G0288791,hlcs1,biotin--[acetyl-CoA-carboxylase] ligase 1
DDB_G0288789,hlcs2,biotin--[acetyl-CoA-carboxylase] ligase 2
DDB_G0289035,hlcs3,biotin--[acetyl-CoA-carboxylase] ligase 3
DDB_G0274169,DDB_G0274169,bolA family protein
DDB_G0274439,DDB_G0274439,bolA family protein
DDB_G0290027,DDB_G0290027,bolA family protein
DDB_G0290319,DDB_G0290319,bolA family protein
DDB_G0281797,bkdC,branched-chain alpha-keto acid dehydrogenase E2 component
DDB_G0285509,bcaA,branched-chain amino acid aminotransferase
DDB_G0285515,ppan,brix domain-containing protein
DDB_G0285829,bxdc5,brix domain-containing protein
DDB_G0287937,bxdc2,brix domain-containing protein
DDB_G0292216,bxdc1,brix domain-containing protein
DDB_G0284331,regA,cAMP phosphodiesterase
DDB_G0285995,pdsA,cAMP phosphodiesterase
DDB_G0289145,pde7,cAMP phosphodiesterase
DDB_G0277863,pdiA,cAMP phosphodiesterase inhibitor
DDB_G0272560,capA-1,cAMP-binding protein
DDB_G0274023,capA-2,cAMP-binding protein
DDB_G0289121,pde4,cAMP-specific phosphodiesterase
DDB_G0268634,pde3,cGMP-specific phosphodiesterase
DDB_G0267466,cupA,calcium up-regulated protein
DDB_G0289283,cupC,calcium up-regulated protein
DDB_G0289813,cupF,calcium up-regulated protein
DDB_G0289815,cupB,calcium up-regulated protein
DDB_G0289883,cupG,calcium up-regulated protein
DDB_G0293536,cupD,calcium up-regulated protein
DDB_G0269896,kcnma1,"calcium-activated BK potassium channel, alpha subunit"
DDB_G0282291,potA,"calcium-activated BK potassium channel, alpha subunit family protein"
DDB_G0273205,DDB_G0273205,calcium-binding EF-hand domain-containing protein
DDB_G0273723,DDB_G0273723,calcium-binding EF-hand domain-containing protein
DDB_G0274577,DG1124,calcium-binding EF-hand domain-containing protein
DDB_G0279681,DDB_G0279681,calcium-binding EF-hand domain-containing protein
DDB_G0283645,DDB_G0283645,calcium-binding EF-hand domain-containing protein
DDB_G0285265,DDB_G0285265,calcium-binding EF-hand domain-containing protein
DDB_G0285999,cnbB,calcium-binding EF-hand domain-containing protein
DDB_G0289563,DDB_G0289563,calcium-binding EF-hand domain-containing protein
DDB_G0290197,DDB_G0290197,calcium-binding EF-hand domain-containing protein
DDB_G0267456,CBP2,calcium-binding protein
DDB_G0274099,cbpE,calcium-binding protein
DDB_G0276759,cbpA,calcium-binding protein
DDB_G0277909,cbpP,calcium-binding protein
DDB_G0283083,cbpD2,calcium-binding protein
DDB_G0283153,cbpD1,calcium-binding protein
DDB_G0283533,cbpB,calcium-binding protein
DDB_G0283609,cbpG,calcium-binding protein
DDB_G0283611,cbpF,calcium-binding protein
DDB_G0283613,cbpC,calcium-binding protein
DDB_G0288623,cbpH,calcium-binding protein
DDB_G0285793,cadA,calcium-dependent cell adhesion molecule-1
DDB_G0278525,plaA,calcium-independent PLA2
DDB_G0269114,numA,calmodulin-binding protein
DDB_G0285319,H1,calmodulin-binding protein
DDB_G0287595,pgkA,calmodulin-binding protein
DDB_G0289179,thyB,calmodulin-binding protein
DDB_G0292814,symA,calmodulin-binding protein
DDB_G0269104,calB,calmodulin-like protein
DDB_G0269200,cplA,calpain-like cysteine protease
DDB_G0270060,DDB_G0270060,carbohydrate-binding domain-containing protein
DDB_G0277309,cnrJ,carbohydrate-binding domain-containing protein
DDB_G0282463,DDB_G0282463,carbohydrate-binding domain-containing protein
DDB_G0293762,DDB_G0293762,carbohydrate-binding domain-containing protein
DDB_G0292440,DDB_G0292440,carbohydrate/purine kinase domain-containing protein
DDB_G0269106,cahA,carbonic anhydrase
DDB_G0279717,DDB_G0279717,"carboxylesterase, type B family protein"
DDB_G0283087,DDB_G0283087,"carboxylesterase, type B family protein"
DDB_G0291344,DDB_G0291344,"carboxylesterase, type B family protein"
DDB_G0268740,DDB_G0268740,carboxylic ester hydrolase
DDB_G0276083,DDB_G0276083,carboxylic ester hydrolase
DDB_G0277723,DDB_G0277723,carboxylic ester hydrolase
DDB_G0291912,DDB_G0291912,carboxypeptidase C
DDB_G0280105,DDB_G0280105,carboxypeptidase D
DDB_G0273059,cak1-1,casein kinase I
DDB_G0273737,cak1-2,casein kinase I
DDB_G0283921,ctsB,cathepsin B precursor
DDB_G0279411,ctsD,cathepsin D
DDB_G0281605,cfaD,cathepsin L-like proteinase
DDB_G0283401,ctsZ,cathepsin Z precursor
DDB_G0280187,DDB_G0280187,cathepsin Z-like protein
DDB_G0269332,DDB_G0269332,cation diffusion facilitator family protein
DDB_G0282067,DDB_G0282067,cation diffusion facilitator family protein
DDB_G0283629,DDB_G0283629,cation diffusion facilitator family protein
DDB_G0291141,DDB_G0291141,cation diffusion facilitator family protein
DDB_G0292412,DDB_G0292412,cation transporter
DDB_G0289073,csaA,cell adhesion molecule
DDB_G0269778,DDB_G0269778,"cell differentiation family, Rcd1-like protein"
DDB_G0275289,DDB_G0275289,"cell differentiation family, Rcd1-like protein"
DDB_G0276129,cdc123,cell division cycle protein 123
DDB_G0267748,cdc45,cell division cycle protein 45
DDB_G0288533,macA,cell fusion related protein
DDB_G0267412,pspA,cell surface glycoprotein PsA precursor
DDB_G0290257,GP138A,cell surface glycoprotein gp138
