Gene,Symbol,Synonyms,Description,Other IDs,Type of gene,Chromosome,Map location,Locus tag,Symbol from nomenclature authority,Full name from nomenclature authority,Nomenclature status,Other designations,Species,Taxonomy ID
DDB_G0274815,dlcB,"DDBDRAFT_0217490, DDBDRAFT_0233811, DDB_0217490, DDB_0233811",cytoplasmic dynein light chain,dictyBase: DDB_G0274815,protein-coding,2,,DDB_G0274815,,,,"[""dynein light chain LC8-type 2"", ""dynein light chain type 1 family protein""]",44689,352472
DDB_G0285855,dlcC,"DDBDRAFT_0186712, DDBDRAFT_0233812, DDB_0186712, DDB_0233812",cytoplasmic dynein light chain,dictyBase: DDB_G0285855,protein-coding,4,,DDB_G0285855,,,,"[""roadblock/LC7 family protein""]",44689,352472
DDB_G0288773,ncfA,"DDBDRAFT_0188122, DDBDRAFT_0191152, DDB_0188122, DDB_0191152",cytosolic factor p67,dictyBase: DDB_G0288773,protein-coding,5,,DDB_G0288773,,,,"[""p67-like superoxide-generating NADPH oxidase""]",44689,352472
DDB_G0269230,fpaA,"DDBDRAFT_0190723, DDBDRAFT_0191107, DDB_0190723, DDB_0191107",cytosolic glycoprotein FP21,dictyBase: DDB_G0269230,protein-coding,1,,DDB_G0269230,,,,"[""ubiquitin ligase subunit SKP1""]",44689,352472
DDB_G0273251,fpaB-1,"DDBDRAFT_0168159, DDBDRAFT_0185043, DDB_0168159, DDB_0185043",cytosolic glycoprotein FP21,dictyBase: DDB_G0273251,protein-coding,2,,DDB_G0273251,,,,"[""ubiquitin ligase subunit SKP1""]",44689,352472
DDB_G0273615,fpaB-2,"DDBDRAFT_0217221, DDBDRAFT_0266780, DDB_0217221, DDB_0266780",cytosolic glycoprotein FP21,dictyBase: DDB_G0273615,protein-coding,2,,DDB_G0273615,,,,"[""ubiquitin ligase subunit SKP1""]",44689,352472
DDB_G0277399,piaA,"DDBDRAFT_0185055, DDBDRAFT_0217978, DDB_0185055, DDB_0217978",cytosolic regulator of adenylate cyclase,dictyBase: DDB_G0277399,protein-coding,2,,DDB_G0277399,,,,"[""cytosolic regulator of adenylyl cyclase""]",44689,352472
DDB_G0268714,ctu2,"DDBDRAFT_0189975, DDBDRAFT_0302516, DDB_0189975, DDB_0302516",cytosolic thiouridylase subunit 2,dictyBase: DDB_G0268714,protein-coding,1,,DDB_G0268714,,,,[],44689,352472
DDB_G0268194,DDB_G0268194,"DDBDRAFT_0189848, DDBDRAFT_0230132, DDB_0189848, DDB_0230132",dCTP deaminase,dictyBase: DDB_G0268194,protein-coding,1,,DDB_G0268194,,,,[],44689,352472
DDB_G0293580,DDB_G0293580,"DDBDRAFT_0192019, DDBDRAFT_0230112, DDB_0192019, DDB_0230112",dCTP deaminase,dictyBase: DDB_G0293580,protein-coding,6,,DDB_G0293580,,,,[],44689,352472
DDB_G0290033,dtymk,"DDBDRAFT_0188698, DDBDRAFT_0230101, DDB_0188698, DDB_0230101",dTMP kinase,dictyBase: DDB_G0290033,protein-coding,5,,DDB_G0290033,,,,"[""thymidylate kinase""]",44689,352472
DDB_G0293374,dut,"DDBDRAFT_0191907, DDBDRAFT_0230111, DDB_0191907, DDB_0230111",dUTP diphosphatase,dictyBase: DDB_G0293374,protein-coding,6,,DDB_G0293374,,,,[],44689,352472
DDB_G0282147,fadB,"DDBDRAFT_0205157, DDBDRAFT_0214992, DDB_0205157, DDB_0214992",delta 5 fatty acid desaturase,dictyBase: DDB_G0282147,protein-coding,3,,DDB_G0282147,,,,[],44689,352472
DDB_G0285211,fadA,"DDBDRAFT_0191456, DDBDRAFT_0218686, DDB_0191456, DDB_0218686",delta 5 fatty acid desaturase,dictyBase: DDB_G0285211,protein-coding,4,,DDB_G0285211,,,,[],44689,352472
DDB_G0294553,DDB_G0294553,"DDBDRAFT_0201733, DDBDRAFT_0231853, DDB_0201733, DDB_0231853",delta 5 fatty acid desaturase,dictyBase: DDB_G0294553,protein-coding,1,,DDB_G0294553,,,,[],44689,352472
DDB_G0273837,DDB_G0273837,"DDBDRAFT_0217332, DDBDRAFT_0238336, DDB_0217332, DDB_0238336",delta 9 fatty acid desaturase,dictyBase: DDB_G0273837,protein-coding,2,,DDB_G0273837,,,,"[""stearoyl-CoA 9-desaturase""]",44689,352472
DDB_G0269444,hemB,"DDBDRAFT_0190269, DDBDRAFT_0231415, DDB_0190269, DDB_0231415",delta-aminolevulinate dehydratase,dictyBase: DDB_G0269444,protein-coding,1,,DDB_G0269444,,,,"[""porphobilinogen synthase""]",44689,352472
DDB_G0279677,denr,"DDBDRAFT_0205981, DDBDRAFT_0266779, DDB_0205981, DDB_0266779",density-regulated protein,dictyBase: DDB_G0279677,protein-coding,3,,DDB_G0279677,,,,[],44689,352472
DDB_G0278191,dak,"DDBDRAFT_0204487, DDBDRAFT_0232027, DDB_0204487, DDB_0232027",deoxyadenosine kinase,dictyBase: DDB_G0278191,protein-coding,3,,DDB_G0278191,,,,"[""deoxyribonucleoside kinase""]",44689,352472
DDB_G0280843,dgk,"DDBDRAFT_0218264, DDBDRAFT_0233982, DDB_0218264, DDB_0233982",deoxyguanosine kinase,dictyBase: DDB_G0280843,protein-coding,3,,DDB_G0280843,,,,[],44689,352472
DDB_G0285725,dhps,"DDBDRAFT_0186679, DDBDRAFT_0266388, DDB_0186679, DDB_0266388",deoxyhypusine synthase,dictyBase: DDB_G0285725,protein-coding,4,,DDB_G0285725,,,,[],44689,352472
DDB_G0290577,dnase2,"DDBDRAFT_0188966, DDBDRAFT_0252883, DDB_0188966, DDB_0252883",deoxyribonuclease II,dictyBase: DDB_G0290577,protein-coding,5,,DDB_G0290577,,,,[],44689,352472
DDB_G0289221,DDB_G0289221,"DDBDRAFT_0188316, DDBDRAFT_0304390, DDB_0188316, DDB_0304390",deoxyribonuclease II family protein,dictyBase: DDB_G0289221,protein-coding,5,,DDB_G0289221,,,,[],44689,352472
DDB_G0289407,DDB_G0289407,"DDBDRAFT_0188407, DDBDRAFT_0252588, DDB_0188407, DDB_0252588",deoxyribonuclease II family protein,dictyBase: DDB_G0289407,protein-coding,5,,DDB_G0289407,,,,[],44689,352472
DDB_G0295749,DDB_G0295749,"DDBDRAFT_0252579, DDB_0252579",deoxyribonuclease II family protein,dictyBase: DDB_G0295749,protein-coding,5,,DDB_G0295749,,,,[],44689,352472
DDB_G0285525,DDB_G0285525,"DDBDRAFT_0186546, DDBDRAFT_0231517, DDB_0186546, DDB_0231517",dephospho-CoA kinase,dictyBase: DDB_G0285525,protein-coding,4,,DDB_G0285525,,,,[],44689,352472
DDB_G0275021,ubpB,"DDBDRAFT_0191402, DDBDRAFT_0217620, DDB_0191402, DDB_0217620",deubiquinating enzyme,dictyBase: DDB_G0275021,protein-coding,2,,DDB_G0275021,,,,"[""peptidase C19 family protein"", ""ubiquitin hydrolase B""]",44689,352472
DDB_G0271342,dgat1,"DDBDRAFT_0202877, DDBDRAFT_0304727, DDB_0202877, DDB_0304727",diacylglycerol O-acyltransferase 1,dictyBase: DDB_G0271342,protein-coding,2,,DDB_G0271342,,,,[],44689,352472
DDB_G0290279,dgat2,"DDBDRAFT_0188804, DDBDRAFT_0233097, DDB_0188804, DDB_0233097",diacylglycerol O-acyltransferase 2,dictyBase: DDB_G0290279,protein-coding,5,,DDB_G0290279,,,,[],44689,352472
DDB_G0277223,dgkA,"DDBDRAFT_0169111, DDBDRAFT_0185037, DDB_0169111, DDB_0185037",diacylglycerol kinase,dictyBase: DDB_G0277223,protein-coding,2,,DDB_G0277223,,,,[],44689,352472
DDB_G0267388,dafE,"DDBDRAFT_0189351, DDBDRAFT_0220128, DDB_0189351, DDB_0220128",diaminopimelate epimerase,dictyBase: DDB_G0267388,protein-coding,1,,DDB_G0267388,,,,[],44689,352472
DDB_G0268410,drnB,"DDBDRAFT_0202199, DDBDRAFT_0231869, DDB_0202199, DDB_0231869",dicer-like protein,dictyBase: DDB_G0268410,protein-coding,1,,DDB_G0268410,,,,[],44689,352472
DDB_G0273051,drnA-1,"DDBDRAFT_0167949, DDBDRAFT_0220441, DDB_0167949, DDB_0220441",dicer-like protein,dictyBase: DDB_G0273051,protein-coding,2,,DDB_G0273051,,,,[],44689,352472
DDB_G0274077,drnA-2,"DDBDRAFT_0217451, DDBDRAFT_0238743, DDB_0217451, DDB_0238743",dicer-like protein,dictyBase: DDB_G0274077,protein-coding,2,,DDB_G0274077,,,,[],44689,352472
DDB_G0285591,cmbl,"DDBDRAFT_0186591, DDBDRAFT_0266728, DDB_0186591, DDB_0266728",dienelactone hydrolase family protein,dictyBase: DDB_G0285591,protein-coding,4,,DDB_G0285591,,,,[],44689,352472
DDB_G0278283,fol1,"DDBDRAFT_0205347, DDBDRAFT_0230139, DDB_0205347, DDB_0230139",dihydro-6-hydroxymethylpterin pyrophosphokinase,dictyBase: DDB_G0278283,protein-coding,3,,DDB_G0278283,,,,"[""dihydroneopterin aldolase domain-containing protein"", ""dihydropteroate synthetase""]",44689,352472
DDB_G0269738,desA,"DDBDRAFT_0190514, DDBDRAFT_0232045, DDB_0190514, DDB_0232045",dihydroceramide desaturase,dictyBase: DDB_G0269738,protein-coding,1,,DDB_G0269738,,,,"[""sphingolipid delta 4 desaturase""]",44689,352472
DDB_G0286755,DDB_G0286755,"DDBDRAFT_0187132, DDBDRAFT_0230113, DDB_0187132, DDB_0230113",dihydrofolate reductase,dictyBase: DDB_G0286755,protein-coding,4,,DDB_G0286755,,,,[],44689,352472
DDB_G0277847,pdhC,"DDBDRAFT_0205530, DDBDRAFT_0215387, DDB_0205530, DDB_0215387",dihydrolipoamide acetyltransferase,dictyBase: DDB_G0277847,protein-coding,3,,DDB_G0277847,,,,"[""dihydrolipoyllysine-residue acetyltransferase"", ""pyruvate dehydrogenase E2 component""]",44689,352472
DDB_G0291648,lpd,"DDBDRAFT_0183800, DDBDRAFT_0216232, DDB_0183800, DDB_0216232",dihydrolipoamide dehydrogenase,dictyBase: DDB_G0291648,protein-coding,6,,DDB_G0291648,,,,"[""dihydrolipoamide:NAD oxidoreductase"", ""dihydrolipoyl dehydrogenase"", ""glycine cleavage system L-protein""]",44689,352472
DDB_G0276331,pyr4,"DDBDRAFT_0167009, DDBDRAFT_0185217, DDB_0167009, DDB_0185217",dihydroorotate dehydrogenase,dictyBase: DDB_G0276331,protein-coding,2,,DDB_G0276331,,,,"[""dihydroorotate oxidase""]",44689,352472
DDB_G0272684,qdpr,"DDBDRAFT_0168923, DDBDRAFT_0237752, DDB_0168923, DDB_0237752",dihydropteridine reductase,dictyBase: DDB_G0272684,protein-coding,2,,DDB_G0272684,,,,"[""quinoid dihydropteridine reductase""]",44689,352472
DDB_G0267966,pyd1,"DDBDRAFT_0189681, DDBDRAFT_0231100, DDB_0189681, DDB_0231100",dihydropyrimidine dehydrogenase,dictyBase: DDB_G0267966,protein-coding,1,,DDB_G0267966,,,,[],44689,352472
DDB_G0269274,dhak,"DDBDRAFT_0190144, DDBDRAFT_0266459, DDB_0190144, DDB_0266459",dihydroxyacetone kinase,dictyBase: DDB_G0269274,protein-coding,1,,DDB_G0269274,,,,"[""glycerone kinase""]",44689,352472
DDB_G0285595,DDB_G0285595,"DDBDRAFT_0186595, DDBDRAFT_0231295, DDB_0186595, DDB_0231295",dihydroxybiphenyl dioxygenase domain-containing protein,dictyBase: DDB_G0285595,protein-coding,4,,DDB_G0285595,,,,"[""glyoxalase/bleomycin resistance protein""]",44689,352472
DDB_G0291396,DDB_G0291396,"DDBDRAFT_0183867, DDBDRAFT_0183868, DDBDRAFT_0238316, DDB_0183867, DDB_0183868, DDB_0238316",dilute domain-containing protein,dictyBase: DDB_G0291396,protein-coding,6,,DDB_G0291396,,,,[],44689,352472
DDB_G0283789,dimt1l,"DDBDRAFT_0185676, DDBDRAFT_0266789, DDB_0185676, DDB_0266789",dimethyladenosine transferase,dictyBase: DDB_G0283789,protein-coding,4,,DDB_G0283789,,,,[],44689,352472
DDB_G0273471,dpp3-1,"DDBDRAFT_0217149, DDBDRAFT_0266801, DDB_0217149, DDB_0266801",dipeptidyl-peptidase III,dictyBase: DDB_G0273471,protein-coding,2,,DDB_G0273471,,,,[],44689,352472
DDB_G0273563,dpp3-2,"DDBDRAFT_0217197, DDBDRAFT_0266802, DDB_0217197, DDB_0266802",dipeptidyl-peptidase III,dictyBase: DDB_G0273563,protein-coding,2,,DDB_G0273563,,,,[],44689,352472
DDB_G0278607,mvd,"DDBDRAFT_0218058, DDBDRAFT_0252847, DDB_0218058, DDB_0252847",diphosphomevalonate decarboxylase,dictyBase: DDB_G0278607,protein-coding,3,,DDB_G0278607,,,,"[""mevalonate 5-diphosphate decarboxylase""]",44689,352472
DDB_G0284257,dph1,"DDBDRAFT_0185929, DDBDRAFT_0238860, DDB_0185929, DDB_0238860",diphthamide biosynthesis protein 1,dictyBase: DDB_G0284257,protein-coding,4,,DDB_G0284257,,,,[],44689,352472
DDB_G0295687,dph2,"DDBDRAFT_0238859, DDB_0238859",diphthamide biosynthesis protein 2,dictyBase: DDB_G0295687,protein-coding,3,,DDB_G0295687,,,,[],44689,352472
DDB_G0277061,dph3,"DDBDRAFT_0217888, DDBDRAFT_0238862, DDB_0217888, DDB_0238862",diphthamide biosynthesis protein 3,dictyBase: DDB_G0277061,protein-coding,2,,DDB_G0277061,,,,"[""zinc finger, DPH-type domain-containing protein""]",44689,352472
DDB_G0276115,dph5,"DDBDRAFT_0169516, DDBDRAFT_0238863, DDB_0169516, DDB_0238863",diphthamide biosynthesis protein 5,dictyBase: DDB_G0276115,protein-coding,2,,DDB_G0276115,,,,[],44689,352472
DDB_G0273063,dscA-1,"DDBDRAFT_0168024, DDBDRAFT_0215400, DDB_0168024, DDB_0215400","discoidin I, A chain",dictyBase: DDB_G0273063,protein-coding,2,,DDB_G0273063,,,,"[""discoidin I, alpha chain""]",44689,352472
DDB_G0273919,dscA-2,"DDBDRAFT_0217373, DDBDRAFT_0266623, DDB_0217373, DDB_0266623","discoidin I, A chain",dictyBase: DDB_G0273919,protein-coding,2,,DDB_G0273919,,,,"[""discoidin I, alpha chain""]",44689,352472
DDB_G0273065,dscC-1,"DDBDRAFT_0168037, DDBDRAFT_0215401, DDB_0168037, DDB_0215401","discoidin I, C chain and B chain",dictyBase: DDB_G0273065,protein-coding,2,,DDB_G0273065,,,,"[""discoidin I, beta chain"", ""discoidin I, gamma chain""]",44689,352472
DDB_G0273885,dscC-2,"DDBDRAFT_0217356, DDBDRAFT_0266624, DDB_0217356, DDB_0266624","discoidin I, C chain and B chain",dictyBase: DDB_G0273885,protein-coding,2,,DDB_G0273885,,,,"[""discoidin I, beta chain"", ""discoidin I, gamma chain""]",44689,352472
DDB_G0273067,dscD-1,"DDBDRAFT_0168036, DDBDRAFT_0220114, DDB_0168036, DDB_0220114","discoidin I, D chain",dictyBase: DDB_G0273067,protein-coding,2,,DDB_G0273067,,,,[],44689,352472
DDB_G0273887,dscD-2,"DDBDRAFT_0217357, DDBDRAFT_0266625, DDB_0217357, DDB_0266625","discoidin I, D chain",dictyBase: DDB_G0273887,protein-coding,2,,DDB_G0273887,,,,[],44689,352472
DDB_G0292552,dscE,"DDBDRAFT_0184500, DDBDRAFT_0215382, DDB_0184500, DDB_0215382",discoidin II,dictyBase: DDB_G0292552,protein-coding,6,,DDB_G0292552,,,,[],44689,352472
DDB_G0267470,dicB,"DDBDRAFT_0189356, DDBDRAFT_0191200, DDB_0189356, DDB_0191200",discoidin-inducing complex protein,dictyBase: DDB_G0267470,protein-coding,1,,DDB_G0267470,,,,[],44689,352472
DDB_G0274309,DDB_G0274309,"DDBDRAFT_0167850, DDBDRAFT_0231578, DDB_0167850, DDB_0231578",discoidin-like protein,dictyBase: DDB_G0274309,protein-coding,2,,DDB_G0274309,,,,[],44689,352472
DDB_G0277435,dpm3,"DDBDRAFT_0169231, DDBDRAFT_0266960, DDB_0169231, DDB_0266960",dolichol-phosphate mannosyltransferase subunit 3,dictyBase: DDB_G0277435,protein-coding,2,,DDB_G0277435,,,,[],44689,352472
DDB_G0286519,dgtB,"DDBDRAFT_0218832, DDBDRAFT_0231708, DDB_0218832, DDB_0231708",dolichol-phosphate-mannose synthase,dictyBase: DDB_G0286519,protein-coding,4,,DDB_G0286519,,,,[],44689,352472
DDB_G0288321,dgtA,"DDBDRAFT_0191396, DDBDRAFT_0219333, DDB_0191396, DDB_0219333",dolichyl phosphate glucosyltransferase,dictyBase: DDB_G0288321,protein-coding,5,,DDB_G0288321,,,,"[""dolichyl-phosphate-glucose synthase""]",44689,352472
DDB_G0280609,ost4,"DDBDRAFT_0206071, DDBDRAFT_0233179, DDB_0206071, DDB_0233179",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0280609,protein-coding,3,,DDB_G0280609,,,,"[""oligosaccharyltransferase 3.6 kDa subunit""]",44689,352472
DDB_G0285159,stt3,"DDBDRAFT_0218678, DDBDRAFT_0230191, DDB_0218678, DDB_0230191",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0285159,protein-coding,4,,DDB_G0285159,,,,"[""oligosaccharyl transferase, STT3 subunit""]",44689,352472
DDB_G0285537,ost3,"DDBDRAFT_0186552, DDBDRAFT_0233177, DDB_0186552, DDB_0233177",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0285537,protein-coding,4,,DDB_G0285537,,,,"[""oligosaccharyltransferase gamma subunit""]",44689,352472
DDB_G0289479,swp1,"DDBDRAFT_0219439, DDBDRAFT_0233147, DDB_0219439, DDB_0233147",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0289479,protein-coding,5,,DDB_G0289479,,,,"[""oligosaccharyltransferase delta subunit""]",44689,352472
DDB_G0291049,ost2,"DDBDRAFT_0219627, DDBDRAFT_0233175, DDB_0219627, DDB_0233175",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0291049,protein-coding,5,,DDB_G0291049,,,,"[""oligosaccharyltransferase epsilon subunit""]",44689,352472
DDB_G0291780,wbp1,"DDBDRAFT_0184059, DDBDRAFT_0233148, DDB_0184059, DDB_0233148",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0291780,protein-coding,6,,DDB_G0291780,,,,"[""oligosaccharyltransferase beta subunit""]",44689,352472
DDB_G0293224,ost1,"DDBDRAFT_0191831, DDBDRAFT_0233146, DDB_0191831, DDB_0233146",dolichyl-diphosphooligosaccharide-protein glycotransferase,dictyBase: DDB_G0293224,protein-coding,6,,DDB_G0293224,,,,"[""oligosaccharyltransferase alpha subunit""]",44689,352472
DDB_G0272588,dpm2-1,"DDBDRAFT_0167994, DDBDRAFT_0233349, DDB_0167994, DDB_0233349",dolichyl-phosphate mannosyltransferase 2 regulatory subunit,dictyBase: DDB_G0272588,protein-coding,2,,DDB_G0272588,,,,[],44689,352472
DDB_G0273981,dpm2-2,"DDBDRAFT_0217403, DDBDRAFT_0266959, DDB_0217403, DDB_0266959",dolichyl-phosphate mannosyltransferase 2 regulatory subunit,dictyBase: DDB_G0273981,protein-coding,2,,DDB_G0273981,,,,[],44689,352472
DDB_G0277817,alg10,"DDBDRAFT_0218039, DDBDRAFT_0231453, DDB_0218039, DDB_0231453","dolichyl-phosphate-glucose alpha-1,2-glucosyltransferase",dictyBase: DDB_G0277817,protein-coding,2,,DDB_G0277817,,,,[],44689,352472
DDB_G0275261,alg8,"DDBDRAFT_0217610, DDBDRAFT_0231452, DDB_0217610, DDB_0231452","dolichyl-phosphate-glucose alpha-1,3-glucosyltransferase",dictyBase: DDB_G0275261,protein-coding,2,,DDB_G0275261,,,,[],44689,352472
DDB_G0283841,alg6,"DDBDRAFT_0185721, DDBDRAFT_0231451, DDB_0185721, DDB_0231451","dolichyl-phosphate-glucose alpha-1,3-glucosyltransferase",dictyBase: DDB_G0283841,protein-coding,4,,DDB_G0283841,,,,[],44689,352472
DDB_G0279349,alg9,"DDBDRAFT_0205734, DDBDRAFT_0231369, DDB_0205734, DDB_0231369","dolichyl-phosphate-mannose alpha-1,2-mannosyltransferase",dictyBase: DDB_G0279349,protein-coding,3,,DDB_G0279349,,,,[],44689,352472
DDB_G0268238,alg3,"DDBDRAFT_0189884, DDBDRAFT_0231368, DDB_0189884, DDB_0231368","dolichyl-phosphate-mannose alpha-1,3-mannosyltransferase",dictyBase: DDB_G0268238,protein-coding,1,,DDB_G0268238,,,,[],44689,352472
DDB_G0267884,alg12,"DDBDRAFT_0189617, DDBDRAFT_0231450, DDB_0189617, DDB_0231450","dolichyl-phosphate-mannose alpha-1,6-mannosyltransferase",dictyBase: DDB_G0267884,protein-coding,1,,DDB_G0267884,,,,[],44689,352472
DDB_G0284435,pigB,"DDBDRAFT_0186014, DDBDRAFT_0231830, DDB_0186014, DDB_0231830","dolichyl-phosphate-mannose alpha-1,6-mannosyltransferase",dictyBase: DDB_G0284435,protein-coding,4,,DDB_G0284435,,,,"[""phosphatidylinositol glycan, class B""]",44689,352472
DDB_G0274591,dolpp1,"DDBDRAFT_0167904, DDBDRAFT_0266806, DDB_0167904, DDB_0266806",dolichyldiphosphatase 1,dictyBase: DDB_G0274591,protein-coding,2,,DDB_G0274591,,,,[],44689,352472
DDB_G0277115,DDB_G0277115,"DDBDRAFT_0217917, DDBDRAFT_0233528, DDB_0217917, DDB_0233528",doublecortin domain-containing protein,dictyBase: DDB_G0277115,protein-coding,2,,DDB_G0277115,,,,[],44689,352472
DDB_G0283345,comD,"DDBDRAFT_0185459, DDBDRAFT_0191430, DDB_0185459, DDB_0191430","drug resistance transporter, EmrB/QacA subfamily protein",dictyBase: DDB_G0283345,protein-coding,4,,DDB_G0283345,,,,"[""major facilitator superfamily protein""]",44689,352472
DDB_G0286143,DDB_G0286143,"DDBDRAFT_0186834, DDBDRAFT_0304568, DDB_0186834, DDB_0304568",dullard-like phosphatase domain containing protein,dictyBase: DDB_G0286143,protein-coding,4,,DDB_G0286143,,,,[],44689,352472
DDB_G0286145,DDB_G0286145,"DDBDRAFT_0186835, DDBDRAFT_0304569, DDB_0186835, DDB_0304569",dullard-like phosphatase domain containing protein,dictyBase: DDB_G0286145,protein-coding,4,,DDB_G0286145,,,,[],44689,352472
DDB_G0280435,dynA,"DDBDRAFT_0205197, DDBDRAFT_0220487, DDB_0205197, DDB_0220487",dynactin 150 kDa subunit,dictyBase: DDB_G0280435,protein-coding,3,,DDB_G0280435,,,,[],44689,352472
DDB_G0278579,dynE,"DDBDRAFT_0205549, DDBDRAFT_0231396, DDB_0205549, DDB_0231396",dynactin 25 kDa subunit,dictyBase: DDB_G0278579,protein-coding,3,,DDB_G0278579,,,,"[""dynactin subunit p25""]",44689,352472
DDB_G0285503,dynB,"DDBDRAFT_0186535, DDBDRAFT_0220488, DDB_0186535, DDB_0220488",dynactin 50 kDa subunit,dictyBase: DDB_G0285503,protein-coding,4,,DDB_G0285503,,,,[],44689,352472
DDB_G0280175,dynD,"DDBDRAFT_0206421, DDBDRAFT_0231394, DDB_0206421, DDB_0231394",dynactin 62 kDa subunit,dictyBase: DDB_G0280175,protein-coding,3,,DDB_G0280175,,,,"[""dynactin subunit p62""]",44689,352472
DDB_G0290757,dynF,"DDBDRAFT_0189066, DDBDRAFT_0233815, DDB_0189066, DDB_0233815",dynactin subunit p27,dictyBase: DDB_G0290757,protein-coding,5,,DDB_G0290757,,,,[],44689,352472
DDB_G0277851,dymB,"DDBDRAFT_0205540, DDBDRAFT_0215390, DDB_0205540, DDB_0215390",dynamin B,dictyBase: DDB_G0277851,protein-coding,3,,DDB_G0277851,,,,[],44689,352472
DDB_G0268592,dlpA,"DDBDRAFT_0216594, DDBDRAFT_0229901, DDBDRAFT_0233887, DDBDRAFT_0304671, DDB_0216594, DDB_0229901, DDB_0233887, DDB_0304671",dynamin like protein,dictyBase: DDB_G0268592,protein-coding,1,,DDB_G0268592,,,,[],44689,352472
DDB_G0271628,dlpC,"DDBDRAFT_0216875, DDBDRAFT_0302372, DDB_0216875, DDB_0302372",dynamin like protein,dictyBase: DDB_G0271628,protein-coding,2,,DDB_G0271628,,,,[],44689,352472
DDB_G0277849,dymA,"DDBDRAFT_0204411, DDBDRAFT_0216177, DDB_0204411, DDB_0216177",dynamin like protein,dictyBase: DDB_G0277849,protein-coding,3,,DDB_G0277849,,,,[],44689,352472
DDB_G0285931,dlpB,"DDBDRAFT_0186756, DDBDRAFT_0302371, DDB_0186756, DDB_0302371",dynamin like protein,dictyBase: DDB_G0285931,protein-coding,4,,DDB_G0285931,,,,[],44689,352472
DDB_G0292904,dync1li1,"DDBDRAFT_0191685, DDBDRAFT_0233302, DDB_0191685, DDB_0233302",dynein light intermediate chain,dictyBase: DDB_G0292904,protein-coding,6,,DDB_G0292904,,,,[],44689,352472
DDB_G0271862,eIF2s1,"DDBDRAFT_0168532, DDBDRAFT_0229412, DDB_0168532, DDB_0229412",eIF-2 alpha,dictyBase: DDB_G0271862,protein-coding,2,,DDB_G0271862,,,,"[""eukaryotic translation initiation factor 2 subunit 1""]",44689,352472
DDB_G0287333,eIF3s1,"DDBDRAFT_0187426, DDBDRAFT_0233916, DDB_0187426, DDB_0233916",eIF-3 alpha,dictyBase: DDB_G0287333,protein-coding,5,,DDB_G0287333,,,,"[""eukaryotic translation initiation factor 3 subunit 1""]",44689,352472
DDB_G0282035,eIF2s2,"DDBDRAFT_0205105, DDBDRAFT_0234112, DDB_0205105, DDB_0234112",eIF-3 beta,dictyBase: DDB_G0282035,protein-coding,3,,DDB_G0282035,,,,"[""eukaryotic translation initiation factor 2 subunit 2""]",44689,352472
DDB_G0279109,eIF3s8,"DDBDRAFT_0205040, DDBDRAFT_0233926, DDB_0205040, DDB_0233926",eIF-3 p110,dictyBase: DDB_G0279109,protein-coding,3,,DDB_G0279109,,,,"[""eukaryotic translation initiation factor 3 subunit 8"", ""proteasome component region PCI domain-containing protein""]",44689,352472
DDB_G0293052,eIF3s6,"DDBDRAFT_0191749, DDBDRAFT_0233925, DDB_0191749, DDB_0233925",eIF-3 p48,dictyBase: DDB_G0293052,protein-coding,6,,DDB_G0293052,,,,"[""eukaryotic translation initiation factor 3 subunit 6"", ""proteasome component region PCI domain-containing protein""]",44689,352472
DDB_G0272078,eIF3s10,"DDBDRAFT_0168641, DDBDRAFT_0233930, DDB_0168641, DDB_0233930",eIF-3 theta,dictyBase: DDB_G0272078,protein-coding,2,,DDB_G0272078,,,,"[""eukaryotic translation initiation factor 3 subunit 10"", ""proteasome component region PCI domain-containing protein""]",44689,352472
